FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2012 ORDINANCE (AMOUNT $)
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,169,TECHNICAL MEETING COSTS,$2385
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,197,TELEPHONE-MAINTENANCE,$4050
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,245,REIMBURSEMENT TRAVELERS,$338
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,270,LOCAL TRANSPORTATION,$8050
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,348,BOOKS AND RELATED MTL,$900
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,350,STATIONERY AND OFFICE SUPPL,$13300
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,$18190423
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,12,CONTRACT WAGE-PR,$46709
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,15,SCHEDULE SALARY ADJ,$106598
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,20,OVERTIME,$57394
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,91,UNIFORM ALLOWANCE,$99000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,125,OFF AND BUILDING SERV,$17800
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,130,POSTAGE,$82627
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,138,PROF SERV-IT MAINT,$16581304
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,140,PROF & TECHNICAL SERVICES,$3777213
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,149,SOFTWARE MAINT/LICENSING,$121863
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,150,PUBLICATN & REPRODT-OUT,$12500
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,152,ADVERTISING,$7200
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,156,LOCK BOX RENTAL,$16828
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,157,RENTAL EQUIPMENT AND SERVICES,$110000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,162,REPAIR/MAINT EQUIPMENT,$599649
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,166,DUES  SUBSC & MEM,$100
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,169,TECHNICAL MEETING COSTS,$10194
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,178,FREIGHT/EXPENSE CHARGES,$2220
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,179,MESSENGER SERVICES,$74685
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,181,MOBILE COMM SERVICES,$214968
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,186,PAGERS,$400
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,189,TELEPHONE NON-CENTREX,$12000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,190,TELEPHONE-CENTREX,$134000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,196,DATA CIRCUITS,$50794
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,197,TELEPHONE-MAINTENANCE,$127000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,228,OUT/TOWN TRAVEL-AUDITOR,$12000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,229,TRAN/EXP ALLOWANCE,$20650
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,270,LOCAL TRANSPORTATION,$9151
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,339,REVENUE STAMPS,$65500
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,348,BOOKS AND RELATED MTL,$1500
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,350,STATIONERY AND OFFICE SUPPL,$224009
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,5,SALARIES AND WAGES - ON PAYROLL,$1761807
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,15,SCHEDULE SALARY ADJ,$8608
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,39,STUDENT AS TRAINEES,$19900
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,130,POSTAGE,$2500
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,137,ACCOUNTING/AUDITING,$100000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,138,PROF SERV-IT MAINT,$16000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,140,PROF & TECHNICAL SERVICES,$200000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,162,REPAIR/MAINT EQUIPMENT,$10104
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,166,DUES  SUBSC & MEM,$70205
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,169,TECHNICAL MEETING COSTS,$2650
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,179,MESSENGER SERVICES,$500
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,181,MOBILE COMM SERVICES,$1300
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,189,TELEPHONE NON-CENTREX,$2900
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,190,TELEPHONE-CENTREX,$12000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,196,DATA CIRCUITS,$1800
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,197,TELEPHONE-MAINTENANCE,$2000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,270,LOCAL TRANSPORTATION,$975
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,350,STATIONERY AND OFFICE SUPPL,$10000
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,5,SALARIES AND WAGES - ON PAYROLL,$2797681
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,15,SCHEDULE SALARY ADJ,$15288
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,20,OVERTIME,$500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,130,POSTAGE,$44942
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,138,PROF SERV-IT MAINT,$768346
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,140,PROF & TECHNICAL SERVICES,$3481250
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,143,COURT REPORTING,$68466
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,157,RENTAL EQUIPMENT AND SERVICES,$8144
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,162,REPAIR/MAINT EQUIPMENT,$4960
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,166,DUES  SUBSC & MEM,$1530
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,169,TECHNICAL MEETING COSTS,$570
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,179,MESSENGER SERVICES,$5673
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,190,TELEPHONE-CENTREX,$26700
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,195,RELOCATION EXPENSES,$500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,197,TELEPHONE-MAINTENANCE,$6500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,229,TRAN/EXP ALLOWANCE,$2000
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,340,MATERIAL AND SUPPLIES,$31903
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,348,BOOKS AND RELATED MTL,$1288
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,350,STATIONERY AND OFFICE SUPPL,$13134
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,5,SALARIES AND WAGES - ON PAYROLL,$24603319
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,15,SCHEDULE SALARY ADJ,$37060
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,20,OVERTIME,$1809
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,39,STUDENT AS TRAINEES,$29250
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,130,POSTAGE,$29990
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,138,PROF SERV-IT MAINT,$225699
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,140,PROF & TECHNICAL SERVICES,$1074848
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,141,APPRAISALS,$4035
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,143,COURT REPORTING,$1186098
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,145,LEGAL EXPENSES,$138638
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,149,SOFTWARE MAINT/LICENSING,$10681
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,150,PUBLICATN & REPRODT-OUT,$7930
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,154,RENTAL-DATA HARDWARE EQ,$89477
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,157,RENTAL EQUIPMENT AND SERVICES,$7608
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,162,REPAIR/MAINT EQUIPMENT,$3390
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,$102617
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,169,TECHNICAL MEETING COSTS,$40467
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,178,FREIGHT/EXPENSE CHARGES,$11439
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,181,MOBILE COMM SERVICES,$37690
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,186,PAGERS,$48
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,190,TELEPHONE-CENTREX,$115037
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE-MAINTENANCE,$31625
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,229,TRAN/EXP ALLOWANCE,$6844
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TRAVELERS,$93515
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,$35564
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MTL,$19295
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPL,$131850
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,$4521079
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJ,$47294
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,39,STUDENT AS TRAINEES,$30000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,50,STIPENDS,$21000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,130,POSTAGE,$8560
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,140,PROF & TECHNICAL SERVICES,$224201
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,143,COURT REPORTING,$97580
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,149,SOFTWARE MAINT/LICENSING,$319670
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,150,PUBLICATN & REPRODT-OUT,$7500
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,152,ADVERTISING,$6980
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,159,LEASE PURCHASE AGREEMNT,$27410
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,162,REPAIR/MAINT EQUIPMENT,$10054
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,166,DUES  SUBSC & MEM,$2137
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,169,TECHNICAL MEETING COSTS,$25423
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,178,FREIGHT/EXPENSE CHARGES,$2250
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,181,MOBILE COMM SERVICES,$5000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,190,TELEPHONE-CENTREX,$32821
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,197,TELEPHONE-MAINTENANCE,$10000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,270,LOCAL TRANSPORTATION,$2360
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,340,MATERIAL AND SUPPLIES,$24068
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPL,$32847
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,9067,PHYSICAL EXAMS,$170000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,$4476034
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,12,CONTRACT WAGE-PR,$2149
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,15,SCHEDULE SALARY ADJ,$27248
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,130,POSTAGE,$10000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,140,PROF & TECHNICAL SERVICES,$788000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,149,SOFTWARE MAINT/LICENSING,$2760
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,150,PUBLICATN & REPRODT-OUT,$500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,152,ADVERTISING,$38000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,160,REPAIR/MAINT PROPERTY,$9300
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,162,REPAIR/MAINT EQUIPMENT,$68216
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,168,EDUCATION DEVELOPMENT,$4500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,169,TECHNICAL MEETING COSTS,$6800
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,178,FREIGHT/EXPENSE CHARGES,$700
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,181,MOBILE COMM SERVICES,$10613
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,190,TELEPHONE-CENTREX,$23655
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,197,TELEPHONE-MAINTENANCE,$12553
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,229,TRAN/EXP ALLOWANCE,$200
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,245,REIMBURSEMENT TRAVELERS,$500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,270,LOCAL TRANSPORTATION,$2490
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,340,MATERIAL AND SUPPLIES,$5000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,350,STATIONERY AND OFFICE SUPPL,$34000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2005,COMMISSIONERS OFFICE,5,SALARIES AND WAGES - ON PAYROLL,$286145
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2005,COMMISSIONERS OFFICE,15,SCHEDULE SALARY ADJ,$1664
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,5,SALARIES AND WAGES - ON PAYROLL,$2999345
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,15,SCHEDULE SALARY ADJ,$5053
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,140,PROF & TECHNICAL SERVICES,$243970
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,143,COURT REPORTING,$5000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,159,LEASE PURCHASE AGREEMNT,$76000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,166,DUES  SUBSC & MEM,$1500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,169,TECHNICAL MEETING COSTS,$11500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,181,MOBILE COMM SERVICES,$300980
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,186,PAGERS,$2000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,189,TELEPHONE NON-CENTREX,$18200
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,190,TELEPHONE-CENTREX,$245587
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,191,TELEPHONE-RELOCATIONS,$9000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,196,DATA CIRCUITS,$147000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,197,TELEPHONE-MAINTENANCE,$51200
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,270,LOCAL TRANSPORTATION,$13000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2103,BUREAU OF FINANCE AND ADMIN,350,STATIONERY AND OFFICE SUPPL,$40000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,$22364256
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,12,CONTRACT WAGE-PR,$160289
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,15,SCHEDULE SALARY ADJ,$9421
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,$235000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,21,SWORN/CIVILIAN PAY,$125000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,91,UNIFORM ALLOWANCE,$19837
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFF AND BUILDING SERV,$15730000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,140,PROF & TECHNICAL SERVICES,$4329951
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,$255504
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,$487000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,$373106
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,188,VEHICLE TRACKING SERVICE,$140884
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,229,TRAN/EXP ALLOWANCE,$40000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SAN SUPPLY,$607900
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,$431000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2126,BUREAU OF FACILITY MANAGEMENT,365,ELECTRICAL SUPPLIES,$69000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,$2622865
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,15,SCHEDULE SALARY ADJ,$13349
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,130,POSTAGE,$45000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,140,PROF & TECHNICAL SERVICES,$1312293
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,141,APPRAISALS,$50000
